,Crop_OpenAg,County,ACRES,Neighboring Counties,usda crop,price_2020,yield_2020
604,Truck,Modoc,16.31842696,"['Lassen', 'Shasta', 'Siskiyou']",Mint,44252.87,0.04
605,Truck,Monterey,20205.84861032,"['Kings', 'San Benito', 'Fresno', 'Santa Cruz', 'San Luis Obispo']",Broccoli Fresh Market,1220.0,6.85
606,Truck,Napa,21.99704623,"['Sonoma', 'Solano', 'Yolo', 'Lake']",,,
607,Truck,Nevada,60.22023149,"['Sierra', 'Placer', 'Yuba']",,,
608,Truck,Orange,622.07901627,"['Los Angeles', 'San Diego', 'San Bernardino', 'Riverside']",,,
609,Truck,Placer,118.42375379,"['Sacramento', 'El Dorado', 'Yuba', 'Nevada', 'Sutter']",,,
610,Truck,Riverside,13298.48584147,"['San Diego', 'San Bernardino', 'Orange', 'Imperial']",,,
611,Truck,Sacramento,903.54669259,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']",,,
612,Truck,San Benito,5181.97957884,"['Monterey', 'Fresno', 'Santa Clara', 'Merced', 'Santa Cruz']",,,
613,Truck,San Bernardino,503.04121867,"['Los Angeles', 'Inyo', 'Riverside', 'Kern', 'Orange']",Peppers Bell,1724.36,15.6
614,Truck,San Diego,308.67726648,"['Riverside', 'Orange', 'Imperial']",Peppers Bell,,
615,Truck,San Joaquin,2096.85008569,"['Sacramento', 'Calaveras', 'Contra Costa', 'Alameda', 'Stanislaus', 'Amador']",Peppers Bell,512.68,18.65
616,Truck,San Luis Obispo,6937.26809914,"['Santa Barbara', 'Kings', 'Monterey', 'Kern']",,,
617,Truck,San Mateo,963.67480038,"['San Francisco', 'Santa Clara', 'Alameda', 'Santa Cruz']",,,
618,Truck,Santa Barbara,15949.88468208,"['Ventura', 'Kern', 'San Luis Obispo']",,,
619,Truck,Santa Clara,4250.99063157,"['San Benito', 'Alameda', 'Merced', 'Stanislaus', 'San Mateo', 'Santa Cruz']",Peppers Bell,392.97,36.03
620,Truck,Santa Cruz,1424.94282163,"['Monterey', 'San Benito', 'Santa Clara', 'San Mateo']",,,
621,Truck,Shasta,60.85536271,"['Lassen', 'Trinity', 'Modoc', 'Tehama', 'Plumas', 'Siskiyou']",Mint,,
622,Truck,Siskiyou,279.86421026,"['Shasta', 'Trinity', 'Humboldt', 'Del Norte', 'Modoc']",Mint,45090.91,0.04
623,Truck,Solano,973.99411781,"['Sacramento', 'Sonoma', 'Marin', 'Napa', 'Contra Costa', 'Yolo']",,,
624,Truck,Sonoma,799.24716078,"['Marin', 'Napa', 'Mendocino', 'Solano', 'Contra Costa', 'Lake']",,,
625,Truck,Stanislaus,1389.9491843,"['Calaveras', 'Mariposa', 'Tuolumne', 'Santa Clara', 'San Joaquin', 'Alameda', 'Merced']",,,
626,Truck,Sutter,408.08205262,"['Sacramento', 'Placer', 'Yolo', 'Yuba', 'Colusa', 'Butte']",,,
627,Truck,Tehama,69.24772632,"['Shasta', 'Trinity', 'Mendocino', 'Butte', 'Plumas', 'Glenn']",,,
628,Truck,Trinity,5.75060063,"['Shasta', 'Mendocino', 'Humboldt', 'Tehama', 'Siskiyou']",,,
629,Truck,Tulare,1427.43914658,"['Kings', 'Inyo', 'Kern', 'Fresno']",,,
630,Truck,Tuolumne,12.57939847,"['Calaveras', 'Mariposa', 'Mono', 'Alpine', 'Madera', 'Stanislaus']",,,
631,Truck,Ventura,14602.20259565,"['Santa Barbara', 'Los Angeles', 'Kern']",Peppers Bell,412.06,54.0
632,Truck,Yolo,4130.33059958,"['Sacramento', 'Napa', 'Solano', 'Colusa', 'Sutter', 'Lake']",,,
633,Truck,Yuba,129.733582,"['Sierra', 'Placer', 'Nevada', 'Butte', 'Sutter', 'Plumas']",,,
634,Walnuts,Alameda,39.82636163,"['San Francisco', 'Contra Costa', 'Santa Clara', 'San Joaquin', 'Stanislaus', 'San Mateo']",,,
635,Walnuts,Amador,460.68174416,"['Sacramento', 'Calaveras', 'Alpine', 'El Dorado', 'San Joaquin']",Walnuts English,1599.06,1.0
636,Walnuts,Butte,53581.56502505,"['Yuba', 'Colusa', 'Tehama', 'Sutter', 'Plumas', 'Glenn']",Walnuts English,1196.52,2.01
637,Walnuts,Calaveras,886.83139776,"['Tuolumne', 'Alpine', 'San Joaquin', 'Stanislaus', 'Amador']",Walnuts English,,
638,Walnuts,Colusa,23803.93626148,"['Yolo', 'Butte', 'Sutter', 'Lake', 'Glenn']",Walnuts English,1290.2,2.55
639,Walnuts,Contra Costa,673.11158439,"['Sacramento', 'Sonoma', 'San Francisco', 'Marin', 'Solano', 'San Joaquin', 'Alameda']",Walnuts English,1286.11,2.05
640,Walnuts,El Dorado,198.03744366,"['Sacramento', 'Placer', 'Alpine', 'Amador']",Walnuts English,3231.71,0.65
641,Walnuts,Fresno,10133.91799961,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']",Walnuts English,1337.99,1.84
642,Walnuts,Glenn,35825.87902314,"['Mendocino', 'Colusa', 'Tehama', 'Butte', 'Lake']",Walnuts English,1009.83,2.59
643,Walnuts,Kern,1420.77431883,"['Santa Barbara', 'Ventura', 'Los Angeles', 'Kings', 'Inyo', 'San Bernardino', 'Tulare', 'San Luis Obispo']",Walnuts English,1216.67,1.33
644,Walnuts,Kings,18775.74291635,"['Monterey', 'Kern', 'Fresno', 'Tulare', 'San Luis Obispo']",Walnuts English,1301.2,2.15
645,Walnuts,Lake,4958.54352561,"['Sonoma', 'Napa', 'Mendocino', 'Yolo', 'Colusa', 'Glenn']",Walnuts English,903.45,0.33
646,Walnuts,Madera,3174.98037955,"['Mariposa', 'Mono', 'Tuolumne', 'Fresno', 'Merced']",Walnuts English,1685.93,1.65
647,Walnuts,Marin,6.5375841900000005,"['Sonoma', 'San Francisco', 'Solano', 'Contra Costa']",,,
648,Walnuts,Mendocino,138.3736279,"['Sonoma', 'Trinity', 'Humboldt', 'Tehama', 'Lake', 'Glenn']",,,
649,Walnuts,Merced,9309.93041792,"['Mariposa', 'San Benito', 'Fresno', 'Madera', 'Santa Clara', 'Stanislaus']",Walnuts English,1454.66,1.75
650,Walnuts,Monterey,371.6524428,"['Kings', 'San Benito', 'Fresno', 'Santa Cruz', 'San Luis Obispo']",,,
651,Walnuts,Napa,90.5527246,"['Sonoma', 'Solano', 'Yolo', 'Lake']",,,
652,Walnuts,Nevada,7.1308234,"['Sierra', 'Placer', 'Yuba']",,,
653,Walnuts,Placer,3698.9661329,"['Sacramento', 'El Dorado', 'Yuba', 'Nevada', 'Sutter']",Walnuts English,1879.14,2.01
654,Walnuts,Sacramento,2225.93075339,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']",Walnuts English,1680.08,1.9
655,Walnuts,San Benito,1515.20797672,"['Monterey', 'Fresno', 'Santa Clara', 'Merced', 'Santa Cruz']",Walnuts English,1421.31,0.45
656,Walnuts,San Joaquin,70053.27207837,"['Sacramento', 'Calaveras', 'Contra Costa', 'Alameda', 'Stanislaus', 'Amador']",Walnuts English,1422.6,2.08
657,Walnuts,San Luis Obispo,2024.01244233,"['Santa Barbara', 'Kings', 'Monterey', 'Kern']",Walnuts English,1449.93,0.47
658,Walnuts,Santa Barbara,437.84491355,"['Ventura', 'Kern', 'San Luis Obispo']",,,
659,Walnuts,Santa Clara,632.77730313,"['San Benito', 'Alameda', 'Merced', 'Stanislaus', 'San Mateo', 'Santa Cruz']",Walnuts English,1523.12,1.2
660,Walnuts,Santa Cruz,54.20860262,"['Monterey', 'San Benito', 'Santa Clara', 'San Mateo']",,,
661,Walnuts,Shasta,1430.79584072,"['Lassen', 'Trinity', 'Modoc', 'Tehama', 'Plumas', 'Siskiyou']",Walnuts English,1340.82,1.4
662,Walnuts,Solano,12142.51597496,"['Sacramento', 'Sonoma', 'Marin', 'Napa', 'Contra Costa', 'Yolo']",Walnuts English,1148.93,1.83
663,Walnuts,Sonoma,141.2448824,"['Marin', 'Napa', 'Mendocino', 'Solano', 'Contra Costa', 'Lake']",,,
664,Walnuts,Stanislaus,34933.45368129,"['Calaveras', 'Mariposa', 'Tuolumne', 'Santa Clara', 'San Joaquin', 'Alameda', 'Merced']",Walnuts English,1400.0,1.94
665,Walnuts,Sutter,39530.31723938,"['Sacramento', 'Placer', 'Yolo', 'Yuba', 'Colusa', 'Butte']",Walnuts English,1207.17,1.68
666,Walnuts,Tehama,29587.01942161,"['Shasta', 'Trinity', 'Mendocino', 'Butte', 'Plumas', 'Glenn']",Walnuts English,1231.19,2.12
667,Walnuts,Tulare,40361.31098475,"['Kings', 'Inyo', 'Kern', 'Fresno']",Walnuts English,1300.0,2.05
668,Walnuts,Ventura,131.33127438,"['Santa Barbara', 'Los Angeles', 'Kern']",,,
669,Walnuts,Yolo,17619.46128224,"['Sacramento', 'Napa', 'Solano', 'Colusa', 'Sutter', 'Lake']",Walnuts English,1450.0,1.3
670,Walnuts,Yuba,17019.75071868,"['Sierra', 'Placer', 'Nevada', 'Butte', 'Sutter', 'Plumas']",Walnuts English,1118.39,2.0
